customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,issue_resolved_bin,complaint_registered_bin,review_text_clean,sentiment_score_label,response_time_bucket
214,female,46-60,central,travel,online,ajio,1,very disappointed with the quality.,negative,1,yes,yes,1,1,very disappointed with the quality,-1,<12h
215,other,36-45,east,sports,online,bigbasket,4,"amazing experience, highly recommend!",positive,55,no,no,0,0,amazing experience highly recommend,1,>48h
216,male,60+,central,home & kitchen,online,reliance digital,2,not worth the price.,negative,46,yes,yes,1,1,not worth the price,-1,24-48h
217,male,18-25,central,books,online,ajio,1,very disappointed with the quality.,negative,54,no,yes,0,1,very disappointed with the quality,-1,>48h
218,male,26-35,east,books,online,nykaa,1,not worth the price.,negative,58,no,yes,0,1,not worth the price,-1,>48h
219,female,26-35,west,electronics,online,flipkart,4,fast delivery and great packaging.,positive,57,no,no,0,0,fast delivery and great packaging,1,>48h
220,other,60+,east,books,online,meesho,3,"product is okay, nothing special.",neutral,48,no,no,0,0,product is okay nothing special,0,24-48h
221,male,36-45,central,groceries,online,boat,3,"delivery was fine, product is decent.",neutral,32,yes,no,1,0,delivery was fine product is decent,0,24-48h
222,female,46-60,west,home & kitchen,online,amazon,2,not worth the price.,negative,34,yes,yes,1,1,not worth the price,-1,24-48h
223,other,60+,south,fashion,online,swiggy instamart,2,late delivery and poor packaging.,negative,51,no,yes,0,1,late delivery and poor packaging,-1,>48h
224,male,18-25,south,electronics,online,zepto,5,"amazing experience, highly recommend!",positive,50,no,no,0,0,amazing experience highly recommend,1,>48h
225,other,60+,central,electronics,online,lenskart,3,neutral about the quality.,neutral,7,yes,no,1,0,neutral about the quality,0,<12h
226,male,18-25,east,automobile,online,boat,5,excellent product! exceeded expectations.,positive,32,yes,no,1,0,excellent product exceeded expectations,1,24-48h
227,other,46-60,west,travel,online,bigbasket,3,"delivery was fine, product is decent.",neutral,54,no,no,0,0,delivery was fine product is decent,0,>48h
228,female,46-60,west,travel,online,lenskart,1,late delivery and poor packaging.,negative,46,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
229,female,60+,north,beauty,online,bigbasket,3,"product is okay, nothing special.",neutral,4,yes,no,1,0,product is okay nothing special,0,<12h
230,male,18-25,south,home & kitchen,online,flipkart,5,great value for money.,positive,30,yes,no,1,0,great value for money,1,24-48h
231,female,60+,central,books,online,tata cliq,1,very disappointed with the quality.,negative,59,no,yes,0,1,very disappointed with the quality,-1,>48h
232,other,46-60,south,travel,online,amazon,2,late delivery and poor packaging.,negative,52,no,yes,0,1,late delivery and poor packaging,-1,>48h
233,male,18-25,central,groceries,online,shopclues,3,"delivery was fine, product is decent.",neutral,8,yes,no,1,0,delivery was fine product is decent,0,<12h
234,other,36-45,south,fashion,online,shopclues,2,late delivery and poor packaging.,negative,68,no,yes,0,1,late delivery and poor packaging,-1,>48h
235,female,60+,central,books,online,nykaa,4,"amazing experience, highly recommend!",positive,15,yes,no,1,0,amazing experience highly recommend,1,12-24h
236,other,36-45,east,groceries,online,swiggy instamart,5,great value for money.,positive,53,no,no,0,0,great value for money,1,>48h
237,female,26-35,north,beauty,online,paytm mall,4,excellent product! exceeded expectations.,positive,61,no,no,0,0,excellent product exceeded expectations,1,>48h
238,female,26-35,south,books,online,ajio,2,late delivery and poor packaging.,negative,43,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
239,male,36-45,central,fashion,online,reliance digital,5,excellent product! exceeded expectations.,positive,7,yes,no,1,0,excellent product exceeded expectations,1,<12h
240,female,60+,south,home & kitchen,online,croma,1,not worth the price.,negative,11,yes,yes,1,1,not worth the price,-1,<12h
241,male,46-60,south,fashion,online,paytm mall,4,very satisfied with the quality.,positive,14,yes,no,1,0,very satisfied with the quality,1,12-24h
242,female,46-60,north,automobile,online,snapdeal,1,product stopped working after few days.,negative,7,yes,yes,1,1,product stopped working after few days,-1,<12h
243,male,46-60,west,fashion,online,bigbasket,1,customer service was unhelpful.,negative,2,yes,yes,1,1,customer service was unhelpful,-1,<12h
244,female,46-60,central,fashion,online,facebook marketplace,2,product stopped working after few days.,negative,2,yes,yes,1,1,product stopped working after few days,-1,<12h
245,female,36-45,central,home & kitchen,online,amazon,1,not worth the price.,negative,34,yes,yes,1,1,not worth the price,-1,24-48h
246,male,46-60,central,groceries,online,boat,5,fast delivery and great packaging.,positive,36,yes,no,1,0,fast delivery and great packaging,1,24-48h
247,other,26-35,central,automobile,online,flipkart,4,"amazing experience, highly recommend!",positive,26,yes,no,1,0,amazing experience highly recommend,1,24-48h
248,female,36-45,central,travel,online,nykaa,1,customer service was unhelpful.,negative,20,yes,yes,1,1,customer service was unhelpful,-1,12-24h
249,other,26-35,east,sports,online,boat,4,great value for money.,positive,11,yes,no,1,0,great value for money,1,<12h
250,male,60+,central,home & kitchen,online,snapdeal,1,customer service was unhelpful.,negative,13,yes,yes,1,1,customer service was unhelpful,-1,12-24h
251,male,46-60,west,sports,online,paytm mall,4,very satisfied with the quality.,positive,33,yes,no,1,0,very satisfied with the quality,1,24-48h
252,female,36-45,north,automobile,online,others,5,"amazing experience, highly recommend!",positive,19,yes,no,1,0,amazing experience highly recommend,1,12-24h
253,male,36-45,north,electronics,online,amazon,1,not worth the price.,negative,38,yes,yes,1,1,not worth the price,-1,24-48h
254,male,36-45,north,travel,online,nykaa,3,neutral about the quality.,neutral,69,no,no,0,0,neutral about the quality,0,>48h
255,female,46-60,south,beauty,online,bigbasket,4,"amazing experience, highly recommend!",positive,70,no,no,0,0,amazing experience highly recommend,1,>48h
256,male,26-35,east,books,online,ajio,5,very satisfied with the quality.,positive,16,yes,no,1,0,very satisfied with the quality,1,12-24h
257,other,60+,west,electronics,online,swiggy instamart,4,excellent product! exceeded expectations.,positive,33,yes,no,1,0,excellent product exceeded expectations,1,24-48h
258,male,26-35,east,travel,online,paytm mall,2,late delivery and poor packaging.,negative,38,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
259,male,18-25,south,travel,online,nykaa,1,late delivery and poor packaging.,negative,21,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
260,female,46-60,west,travel,online,meesho,3,neutral about the quality.,neutral,70,no,no,0,0,neutral about the quality,0,>48h
261,other,46-60,central,beauty,online,reliance digital,3,"delivery was fine, product is decent.",neutral,15,yes,no,1,0,delivery was fine product is decent,0,12-24h
262,male,26-35,south,fashion,online,amazon,5,very satisfied with the quality.,positive,10,yes,no,1,0,very satisfied with the quality,1,<12h
263,male,46-60,south,beauty,online,lenskart,3,"product is okay, nothing special.",neutral,10,yes,no,1,0,product is okay nothing special,0,<12h
264,other,46-60,central,sports,online,boat,5,"amazing experience, highly recommend!",positive,18,yes,no,1,0,amazing experience highly recommend,1,12-24h
265,other,46-60,central,beauty,online,flipkart,3,"product is okay, nothing special.",neutral,1,yes,no,1,0,product is okay nothing special,0,<12h
266,female,60+,south,groceries,online,flipkart,1,very disappointed with the quality.,negative,42,yes,yes,1,1,very disappointed with the quality,-1,24-48h
267,female,60+,east,groceries,online,swiggy instamart,1,customer service was unhelpful.,negative,67,no,yes,0,1,customer service was unhelpful,-1,>48h
268,female,36-45,east,automobile,online,nykaa,4,very satisfied with the quality.,positive,52,no,no,0,0,very satisfied with the quality,1,>48h
269,female,26-35,west,sports,online,flipkart,1,not worth the price.,negative,54,no,yes,0,1,not worth the price,-1,>48h
270,female,18-25,central,automobile,online,lenskart,3,neutral about the quality.,neutral,61,no,no,0,0,neutral about the quality,0,>48h
271,male,36-45,north,electronics,online,reliance digital,4,excellent product! exceeded expectations.,positive,41,yes,no,1,0,excellent product exceeded expectations,1,24-48h
272,male,46-60,east,home & kitchen,online,swiggy instamart,1,product stopped working after few days.,negative,47,yes,yes,1,1,product stopped working after few days,-1,24-48h
273,male,46-60,south,books,online,croma,1,not worth the price.,negative,56,no,yes,0,1,not worth the price,-1,>48h
274,other,18-25,west,books,online,facebook marketplace,1,customer service was unhelpful.,negative,2,yes,yes,1,1,customer service was unhelpful,-1,<12h
275,female,46-60,east,automobile,online,nykaa,2,customer service was unhelpful.,negative,21,yes,yes,1,1,customer service was unhelpful,-1,12-24h
276,female,46-60,west,groceries,online,paytm mall,3,"product is okay, nothing special.",neutral,16,yes,no,1,0,product is okay nothing special,0,12-24h
277,female,46-60,central,groceries,online,meesho,3,neutral about the quality.,neutral,42,yes,no,1,0,neutral about the quality,0,24-48h
278,other,36-45,west,sports,online,snapdeal,1,not worth the price.,negative,39,yes,yes,1,1,not worth the price,-1,24-48h
279,male,18-25,central,automobile,online,lenskart,3,neutral about the quality.,neutral,13,yes,no,1,0,neutral about the quality,0,12-24h
280,male,36-45,central,groceries,online,others,5,great value for money.,positive,9,yes,no,1,0,great value for money,1,<12h
281,male,46-60,west,travel,online,croma,2,very disappointed with the quality.,negative,60,no,yes,0,1,very disappointed with the quality,-1,>48h
282,female,36-45,south,groceries,online,reliance digital,2,not worth the price.,negative,10,yes,yes,1,1,not worth the price,-1,<12h
283,other,36-45,south,home & kitchen,online,shopclues,1,late delivery and poor packaging.,negative,58,no,yes,0,1,late delivery and poor packaging,-1,>48h
284,female,36-45,south,automobile,online,jiomart,3,"delivery was fine, product is decent.",neutral,58,no,no,0,0,delivery was fine product is decent,0,>48h
285,female,36-45,west,books,online,flipkart,1,late delivery and poor packaging.,negative,59,no,yes,0,1,late delivery and poor packaging,-1,>48h
286,other,26-35,central,beauty,online,boat,4,excellent product! exceeded expectations.,positive,54,no,no,0,0,excellent product exceeded expectations,1,>48h
287,male,46-60,south,travel,online,amazon,3,works fine but could be better.,neutral,57,no,no,0,0,works fine but could be better,0,>48h
288,female,26-35,east,books,online,flipkart,3,works fine but could be better.,neutral,15,yes,no,1,0,works fine but could be better,0,12-24h
289,female,36-45,east,fashion,online,nykaa,1,product stopped working after few days.,negative,25,yes,yes,1,1,product stopped working after few days,-1,24-48h
290,female,36-45,west,books,online,croma,2,customer service was unhelpful.,negative,36,yes,yes,1,1,customer service was unhelpful,-1,24-48h
291,other,46-60,central,books,online,shopclues,3,works fine but could be better.,neutral,63,no,no,0,0,works fine but could be better,0,>48h
292,male,60+,east,books,online,paytm mall,4,excellent product! exceeded expectations.,positive,70,no,no,0,0,excellent product exceeded expectations,1,>48h
293,other,46-60,south,beauty,online,zepto,5,"amazing experience, highly recommend!",positive,27,yes,no,1,0,amazing experience highly recommend,1,24-48h
294,male,18-25,south,automobile,online,ajio,1,product stopped working after few days.,negative,42,yes,yes,1,1,product stopped working after few days,-1,24-48h
295,female,46-60,east,automobile,online,tata cliq,5,great value for money.,positive,68,no,no,0,0,great value for money,1,>48h
296,female,26-35,east,travel,online,meesho,3,average experience overall.,neutral,52,no,no,0,0,average experience overall,0,>48h
297,other,18-25,north,home & kitchen,online,croma,3,"delivery was fine, product is decent.",neutral,35,yes,no,1,0,delivery was fine product is decent,0,24-48h
298,female,18-25,central,fashion,online,meesho,5,great value for money.,positive,47,yes,no,1,0,great value for money,1,24-48h
299,male,60+,central,automobile,online,zepto,2,very disappointed with the quality.,negative,65,no,yes,0,1,very disappointed with the quality,-1,>48h
300,male,36-45,south,sports,online,tata cliq,4,"amazing experience, highly recommend!",positive,30,yes,no,1,0,amazing experience highly recommend,1,24-48h
301,female,26-35,central,travel,online,flipkart,3,"product is okay, nothing special.",neutral,48,no,no,0,0,product is okay nothing special,0,24-48h
302,other,18-25,south,electronics,online,lenskart,2,late delivery and poor packaging.,negative,59,no,yes,0,1,late delivery and poor packaging,-1,>48h
303,male,46-60,east,electronics,online,bigbasket,2,product stopped working after few days.,negative,33,yes,yes,1,1,product stopped working after few days,-1,24-48h
304,other,46-60,north,beauty,online,bigbasket,5,great value for money.,positive,6,yes,no,1,0,great value for money,1,<12h
305,female,26-35,west,sports,online,shopclues,4,great value for money.,positive,7,yes,no,1,0,great value for money,1,<12h
306,male,18-25,east,books,online,snapdeal,5,great value for money.,positive,44,yes,no,1,0,great value for money,1,24-48h
